dem_no,dem_str,dem_kind,dem_judgement,dem_title,dem_note,dem_subject,dem_jomun
165752,"조심2017지1183","심판","재조사","청구법인과 시공사간에 체결한 공사도급계약에 따라 시공사가 고용한 현장대리인을 청구법인의 직원으로 보고 현장대리인이 근무한 쟁점사무소를 청구법인의 지점으로 간주하여 청구법인이 대도시 내에 사실상 지점을 설치한 후 쟁점건축물을 취득한 것으로 보아 중과세율을 적용하여 이 건 취득세 등을 부과한 처분의 당부","쟁점사무소의 근무인력이 쟁점건축물 신축이 완료된 후 현재까지 쟁점건축물의 000호로 대부분 이전하여 같은 방식으로 업무가 이루어지고 있는 것으로 보이나, 실제로 청구법인이 쟁점사무소에서 인적 및 물적 설비를 갖추고 계속하여 사무 또는 사업을 수행하였다고 보기에는 증빙이 불충분하여 청구법인이 쟁점사무소에 지점을 설치하였다고 보기에는 무리가 있으므로 처분청에서 청구법인이 실제로 쟁점사무소에서 인적 및 물적 설비를 갖추고 계속하여 지점의 사무 또는 사업을 수행하였는지 여부를 재조사항 그 결과에 따라 과세표준 및 세액을 경정하는 것이 타당하다고 판단됨.","중과세, 대도시, 지점","「지방세법」제13조 제2항"
165751,"조심2018지0385","심판","기각","청구인을 이 건 법인의 과점주주로 보아 취득세 등을 부과한 처분의 당부","청구인은 실질주주가 아니라서 과점주주 취득세에 대한 납세의무가 없다고 주장하나, 청구인과 그의 특수관계인이 이 건 법인의 과점주주로 주주명부 및 주식등변동상황명세서에 등재되어 있는 점, 청구인의 특수관계인이 취득한 주식의 매매계약이 해제되었다 하더라도 이미 성립한 납세의무에 영향을 줄 수는 없는 점 등에 비추어 청구주장을 받아들이기는 어려움.","과점주주, 명의신탁","「지방세법」제7조 제5항"
165750,"조심2018지0384","심판","기각","쟁점부담금(학교용지부담금)이 이 건 공동주택의 취득세 과세표준에 포함되는지 여부","청구법인은 쟁점부담금을 취득가격에 포함하는 것은 위법하다고 주장하나,「지방세법 시행령」제18조 제1항에서 관계 법령에 따라 의무적으로 부담하는 비용을 취득가격에 포함하도록 규정하고 있고, 쟁점부담금은 청구법인이 공동주택을 신축하는 과정에서「학교용지확보 등에 관한 특례법」에 따라 부담한 것이므로 취득가격에 포함된다 할 것임. 따라서 청구주장은 받아들이기 어려움.","학교용지부담금, 보금자리주택, 분양, 취득가격","「지방세법」제10조 제5항"
165749,"조심2018지0826","심판","재조사","청구인이 쟁점토지를 정당한 사유 없이 취득일부터 4년이 경과할 때까지 종교용으로 직접 사용하지 아니한 것으로 보아 이 건 취득세 등을 부과한 처분의 당부","청구인은 쟁점토지 중 ① 컨테이너 5대를 설치하여 학생용 교육관 및 교회물품 보관용으로 사용하는 부분, ② 불우이웃돕기에 사용하고 있는 농작물을 재배하는 부분 및 ③ 조경으로 활용하는 부분은 모두 종교용에 직접 사용하는 것이라고 주장함. ① 청구인이 컨테이너를 설치한 부분의 경우, 관련 법령에 따른 절차도 없이 컨테이너를 설치한 것이라서 위법적이거나 일시적으로 사용하고 있는 측면이 있어서 정상적으로 종교목적에 직접 사용하고 있다고 보기 어려움. ② 농작물을 재배하는 부분의 경우, 해당 토지에서 수확한 농작물을 종교 목적에 사용한다 하더라도 그것은 해당 토지가 간적접으로 종교목적에 공여되는 것에 불과해서 종교목적에 직접 사용되었다고 보기 어려움. ③ 한편, 조경수가 식재되어 있는 부분은「건축법」및「오산시 건축 조례」에 따라 조성한 이 건 교회의 의무조경면적에 해당하는 것으로 보이므로 종교목적에 직접 사용하지 않았다고 보기는 어려움. 따라서 조경용 수목이 식재된 면적을 재조사하여 그 면적에 대한 취득세 등을 취소하는 것이 타당함.","종교목적, 직접 사용, 의무조경면적","「지방세특례제한법」제50조"
165748,"조심2018지0638","심판","기각","청구법인이 이 사건 도시환경정비사업을 하면서 취득한 부동산에 대하여「지방세특례제한법」제74조에 따라 취득세 등을 면제하여야 한다는 청구주장의 당부","① 청구법인은 환지계획 등에 따른 부동산 취득에 대해서 취득세를 면제해야 한다고 주장하나,「지방세특례제한법」제74조 제1항 제2호에서 사업시행인가 이후 환지 이전에 부동산을 승계취득한 자에 대해서는 승계취득 당시의 취득가격을 초과하는 부분에 대해서 취득세를 부과하도록 규정하고 있는바, 청구법인은 사업시행인가일 이후에 해당 토지 등을 현물출자받았으므로 환지계획으로 취득한 부동산의 가액에서 종전의 부동산 가액을 차감한 금액을 과세표준으로 하여 취득세 등을 신고납부해야하므로 청구주장을 받아들이기 어려움.
	② 청구법인은 개발부담금 등을 취득가격에 포함하는 것은 이중과세라는 주장이나, 개발부담금 등은 취득과정에 소요되는 필수불가결한 비용으로 보이므로 청구주장을 받아들이기 어려움.
	③ 청구법인은 본점사무실로 사용하는 부분도 체비지에 해당하므로 취득세를 면제해야 한다고 주장하나, 본점사무실로 직접 사용하는 부분은 사업에 필요한 재원을 확보하기 위해서 취득하는 체비지와는 성격이 다르므로 해당 부분에 대한 청구주장을 받아들이기 어려움.
	④ 청구법인은 무상으로 양여받은 국공유지는 국가 등에 기부채납하는 부동산 등에 해다하여 비과세 대상이라고 주장하나, 해당 토지는 관련 법령에 따라 청구법인에게 소유권이 귀속된 토지이므로 청구주장을 받아들이기 어려움","도시환경정비사업, 개발부담금, 본점, 기부채납","「지방세특례제한법」제74조 제1항"
165747,"조심2018지0473","심판","기각","과점주주 취득세 납세의무 성립 당시의 법인장부상 가액을 취득세 과세표준으로 하여 취득세 등을 부과한 처분의 당부","청구인은 이 건 법인의 유형자산감가상각을 적용한 장부상 가액을 과점주주 취득세의 과세표준으로 삼아야 한다고 주장하나, 청구인이 이 건 법인의 주식을 취득할 당시에 이 건 법인이 소유하고 있던 부동산 등의 가액을 과점주주 취득세의 과세표준으로 보아야 할 것이지 그 후에 감가상각을 적용했다고 해서 당초 취득가격에 영향을 줄 수는 없으므로 청구주장을 받아들이기 어려움.","과점주주, 장부 가액, 감가상각","「지방세법」제10조 제5항"
165746,"조심2018지0472","심판","기각","청구인(농공단지 대체입주자)이 쟁점부동산을 취득하고 사용일부터 2년 이상 공장 용도로 직접 사용하지 아니하고 매각한 것으로 보아 기 면제한 취득세 등을 부과한 처분의 당부","청구인은 쟁점부동산을 현물출자하여 법인전환한 것임에도 취득세를 추징하는 것은 부당하다고 주장하나, 청구인이 청구인과는 별개의 권리주체인 법인에 쟁점부동산을 현물출자 했고, 현물출자 전까지 감면 용도에 2년 이상 직접 사용하지 않았으므로 해당 용도에 직접 사용한 기간이 2년 미만인 상태에서 매각한 것으로 보아 취득세 등을 추징한 처분은 잘못이 없다고 판단됨.","직접 사용, 현물출자","「경상남도 도세 감면조례」제7조"
165745,"조심2018지0797","심판","기각","이 건 재산세 등의 과세처분이 헌법에 위배되므로 헌법재판소의 결정에 따라 새로 개정되는 법령을 적용하여 산출한 금액으로 경정하여야 한다는 청구주장의 당부","청구법인은 회원제골프장용 토지에 대해서 4%의 세율을 적용하여 재산세를 부과하도록 한「지방세법」관련 조문은 위헌이므로 이를 근거로 재산세 등을 부과한 처분은 부당하다고 주장하나, 법률의 위헌 여부는 헌법재판소에서 판단할 사안인 점, 심리일 현재, 헌법재판소에서 관련 조문을 위헌으로 결정한 사실이 없는 점 등에 비추어 청구주장을 받아들이기 어려움.","회원제골프장, 위헌제청","「지방세법」제13조 제5항"
165744,"조심2018지0734","심판","기각","쟁점자동세차시설을 취득세 과세대상으로 보아 가산세를 포함하여 취득세 등을 부과한 처분의 당부","청구인은 쟁점자동세차시설이 취득세 과세대상이라는 사실을 알지 못했고, 그 취득일부터 2년이 지나서야 취득세를 부과하면서 가산세를 포함하는 것은 부당하다고 주장하나, 취득세는 납세의무자가 스스로 과세표준과 세액을 정해서 신고납부하는 세목으로 청구인이 쟁점자동세차시설에 대한 취득세 납세의무가 성립한 사실을 알지 못했다는 사정 등은 청구인의 과실로 보이므로 가산세를 면제할만한 정당한 사유에 해당된다고 보기 어려움.","정당한 사유, 가산세","「지방세기본법」제53조 제1항"
165743,"조심2018지0644","심판","기각","청구법인이 법인세 과세표준 신고시 공제받은 외국납부세액공제 중 “인도네시아, 중국, 말레이시아, 베트남, 브라질 등과 체결한 조세조약”의 규정에 따라 당초 신고한 법인지방소득세에서 외국납부세액을 공제하여 환급하여야 한다는 청구주장의 당부","청구법인은 조세조약을 근거로 법인지방소득세에 대한 세액공제를 허용해야한다고 주장하나, 국내법과 같은 효력을 갖고 있는 조약이더라도 개인에게 법원에서 원용될 수 있는 권리가 창설되는 것인지 여부는 조약의 규정별로 판단할 수밖에 없고, 해당 규정의 경우 ‘한국의 조세로부터 세액공제의 허용에 관한 한국세법의 규정에 따를 것을 조건으로’라고 되어있는 점 등에 비추어 그 조약의 규정이 세액공제에 대한 직접적인 효력을 갖고 있다고 보기 어려우므로 지방세관계법령에서 법인지방소득세에 대한 세액공제규정을 두고 있지 아니한 이상 외국납부세액을 법인지방소득세에서 공제할 수는 없다고 판단됨.","조세조약, 외국납부세액공제","「지방세특례제한법」제3조 제1항"
165742,"조심2018지0976","심판","기각","「자동차관리법」상 등록의무가 면제된 승용자동차 등에 대하여 비영업용 승용자동차 등의 취득세율을 적용하여 취득세를 결정ㆍ통지한 처분의 당부","청구법인은 등록의무가 없는 승용자동차에 대해서 비영업용 승용차와 같은 취득세율을 적용하는 것은 부당하다고 주장하나, 청구법인이 쟁점자동차를 취득할 당시에 시행 중인「지방세법 시행령」제23조 제5항은「자동차관리법」제5조에 따른 등록대상이 아닌 자동차도 비영업용 승용자동차에 포함한다고 규정하고 있었고, 2016.12.30.에「지방세법 시행령」제23조 제5항이 삭제되기 전까지 유효한 규정이었으므로 청구주장을 받아들이기 어려움.","비영업용 승용자동차, 등록","「지방세법」제15조,「지방세법 시행령」제23조"
165741,"조심2018지0546","심판","기각","관광농원으로 지정받은 쟁점토지가 과실수, 하우스체험 및 밀감농장 등의 용도로 사용 중이므로 분리과세대상인 농지로 구분하여 재산세를 부과해야 한다는 청구주장의 당부","청구인은 쟁점토지가 분리과세대상인 농지에 해당된다고 주장하나, 쟁점토지의 사용현황이 유원지, 주차장 등으로 사용된 것으로 나타나고, 일부에 밀감 묘목이 식재되어 있다 하더라도 실제 경작을 위한 것이라고 보기에는 부족한 점 등에 비추어 청구주장을 받아들이기 어려움.","분리과세, 농지","「지방세법」제106조 제1항"
165740,"조심2018지1176","심판","기각","① 당초 부과처분이 과세의 절차나 형식에 위법이 있어 취소된 후 동일한 금액으로 다시 취득세 등을 부과한 처분의 당부
	② 일시적 2주택 소유자가 3년 이내에 1주택이 되지 못한 정당한 사유가 있는지 여부","① 청구인들은 종전 부과처분이 조세심판원 결정에 따라 취소되었음에도 이를 다시 부과한 것은 위법이라고 주장하나, 해당 결정은 처분청이 과세예고통지를 하지 않은 절차적 하자를 지적한 것으로 그 결정 이후에 처분청에서 종전의 위법 사유를 보완하여 취득세 등을 부과한 것은 위 심판결정의 기속력에 반한다고 보기 어려움.
	② 청구인들은 소송 등으로 종전 주택을 유예기간 내에 매각하지 못한 것이므로 정당한 사유를 인정해 달라고 주장하나, 청구인들의 종전주택에 대한 소송이 진행 중이었다는 것은 개인적인 사유에 따른 것이라서 정당한 사유로 보기 어렵고, 종전 주택의 매매중개를 의뢰했다는 사정만으로 진지한 노력을 다했다고 보기도 부족하므로 청구주장을 받아들이기 어려움","과점주주, 명의신탁","「지방세법」제7조 제5항"
165739,"조심2017서4701","심판","기각","운용리스자산처분손실은 운용리스원금에 해당하므로 당초 교육세 과세표준에서 차감되어야 한다는 청구주장의 당부 등","운용리스자산처분손실은 위 규정에 따른 운용리스원금에 해당한다고 보기 어려운 점, 청구법인이 제시한 손익계산서상 운용리스자산처분손실은 해당 사업연도에 계약이 종료되면서 발생한 처분손실을 합한 금액으로, 리스계약이 종료한 과세기간에 그 손실금액을 교육세 과세표준에서 차감하게 되면 계약기간 중에 납세의무가 이미 성립한 운용리스료수익과 귀속시기가 달라지게 되는 점 등에 비추어 운용리스처분손실을 운용리스원금으로 보기 어렵다 할 것인바, 청구주장을 받아들이기 어려움","운용리스원금, 금융리스, 과세표준","교육세법 제5조 / 교육세법 시행령제4조"
165738,"조심2017서4255","심판","기각","운용리스자산처분손실은 운용리스원금에 해당하므로 당초 교육세 과세표준에서 차감되어야 한다는 청구주장의 당부 등","운용리스자산처분손실은 위 규정에 따른 운용리스원금에 해당한다고 보기 어려운 점, 청구법인이 제시한 손익계산서상 운용리스자산처분손실은 해당 사업연도에 계약이 종료되면서 발생한 처분손실을 합한 금액으로, 리스계약이 종료한 과세기간에 그 손실금액을 교육세 과세표준에서 차감하게 되면 계약기간 중에 납세의무가 이미 성립한 운용리스료수익과 귀속시기가 달라지게 되는 점 등에 비추어 운용리스처분손실을 운용리스원금으로 보기 어렵다 할 것인바, 청구주장을 받아들이기 어려움","운용리스원금, 금융리스, 과세표준","교육세법 제5조 / 교육세법 시행령제4조"
165737,"조심2017중4196","심판","기각","단기재상속에 대한 세액공제 계산 시 전의 상속재산을 처분하여 전의 상속채무를 상환한 경우, 그 상속채무 상환액(전 상속재산가액)이 재상속분의 재산가액에 포함되는지 여부 등","청구인은 전의 상속재산으로 전의 상속채무를 상환한 경우와 상환하지 않은 경우 둘 다 상속세 과세가액은 동일하므로, 단기재상속에 대한 세액공제 계산 시 전의 상속재산가액 처분액 중 상속채무 상환액을 재상속분의 재산가액에 포함해야 한다고 주장하나, 청구인이 주장하는 상속채무상환 상당액은 1차 상속재산이나, 1차 상속 후 처분하여 2차 상속재산에 포함되지 않는 점, 상속재산가액이란 경제적 가치가 있는 모든 물건 및 권리를 포함하는 재산으로서 상속세 과세가액과 달리 채무를 반영하지 않는 점 등에 비추어 청구주장을 받아들이기 어려움","단기재상속, 특수관계인간 저가양도","상속세 및 증여세법 제30조 / 상속세 및 증여세법 제60조 / 상속세 및 증여세법 시행령제22조"
165736,"조심2017서4708","심판","기각","쟁점미술공사가 부가가치세 면제인 예술창작품의 공급에 부수되는 용역에 해당하는지 여부","청구법인이 쟁점미술공사와 관련된 전반적인 사항을 자기책임 하에 독립적으로 대행하는 용역을 제공한 것으로 보이는 점,청구법인이 예술창작품 용역비로 작가들에게 지급한 작품비가 쟁점미술공사 용역비에서 차지하는 비중이 상대적으로 작은 점,쟁점미술공사를 위한 대행용역은 건축주의 선택에 따른 것으로 부가가치세가 면제되는 용역에 통상적으로 부수되는 용역으로 보기 어려운 점 등에 비추어 청구주장을 받아들이기 어려움","부수용역, 면세, 예술창작품","부가가치세법 제26조"
165735,"조심2017서4653","심판","취소","쟁점법인이 보유하던 자기주식을 그 대표이사로서 특수관계인인 청구인이 유상취득한 경우 상증법 제41조의3이 적용되는 ‘최대주주등으로부터 취득한 경우’로 볼 수 있는지 여부","쟁점법인이 일시적으로 자기주식을 보유하였다 하여 주주권행사의 대상이 되는 당해 법인 자체를 동 법인의 주주로 보는 것은 논리적?순환론적 모순인바, 쟁점법인의 대표이사인 청구인이 그 주식발행법인인 쟁점법인으로부터 쟁점주식을 취득하였다 하여 이를 최대주주등으로부터 취득한 것이라고 보기 어렵다 할 것이므로 이 건이 상증법 제41조의3이 적용되는 ‘최대주주등으로부터 취득한 경우’로 보아 증여세를 과세한 처분은 잘못이라고 판단됨","최대주주등, 자기주식, 특수관계인, 취득, 상장","상속세 및 증여세법 제22조 / 상속세 및 증여세법 제41조의3 / 상속세 및 증여세법 시행령제12조의2 / 상속세 및 증여세법 시행령제13조 / 상속세 및 증여세법 시행령제19조 / 상속세 및 증여세법 시행령제31조의6"
165734,"조심2018서3159","심판","각하","이 건 심판청구가 적법한지 여부","처분청이 청구인에게 보낸 공문이 청구인에게 어떠한 직접적인 의무를 부과하거나 청구인의 권리를 침해하는 행정처분이라고 보기 어려우므로 이 건 심판청구는 불복의 대상이 되는 처분이 존재하지 아니하여 부적법한 청구에 해당함","본안심리, 처분, 부존재, 서류, 요청","국세기본법 제55조 / 국세기본법 제56조"
165733,"조심2018서3158","심판","각하","이 건 심판청구가 적법한지 여부","이 건 심판청구는 「국세기본법」제55조 제1항에서 불복대상으로 규정한 「국세기본법」 또는 세법에 따른 처분이 있지 아니하므로 부적법한 청구에 해당함","본안심리, 처분, 부존재","국세기본법 제55조 / 국세기본법 제56조"
165732,"조심2017중4197","심판","기각","직계존속으로부터 양수한 재산을 증여받은 것으로 추정하여 증여세를 부과한 처분의 당부","상속세 조사기간 중 처분청의 소명요구에 뒤늦게 차용증과 원리금 일부 상환내역 등을 제출한 점 등에 비추어 청구주장을 받아들이기는 어렵다고 판단됨","증여추정, 직계존비속","상속세 및 증여세법 제44조 / 상속세 및 증여세법 시행령제33조"
165731,"조심2018소2641","심판","기각","쟁점수입금액과 관련하여 청구인에게 종합소득세를 과세한 처분의 당부","청구인은 2010년 5월부터 2013년 8월까지 쟁점법인의 대표이사로 재직하였다고 인정하고 있고, 쟁점법인의 등기사항증명서에도 청구인이 2011.10.30.부터 2013.8.27.까지 쟁점법인의 대표이사로 등기되어 있음이 확인되며, 쟁점수입금액이 청구인이 아닌 다른 사람에게 귀속되었음이 달리 확인되지 아니하므로 쟁점수입금액이 당시 쟁점법인의 대표자인 청구인에게 귀속된 것으로 보아 청구인에게 종합소득세를 과세한 이 건 처분은 잘못이 없음","대표자 상여, 매출누락","법인세법 제67조 / 법인세법 시행령제106조"
165730,"조심2018소2620","심판","기각","쟁점토지의 취득가액을 청구인이 제시한 매매계약서(“쟁점계약서”)상 매매가액으로 산정하여야 한다는 청구주장의 당부","청구인이 제시한 쟁점계약서상의 계약일과 실제 출금일이 다르고 잔금출금일과 쟁점토지의 등기사항전부증명서상 쟁점토지의 소유권 이전등기 접수일이 일치하지 아니하는 점, 쟁점계약서상 매매가액이 당시 쟁점토지의 개별공시지가 보다 15배 이상으로 지나치게 고액이어서 이를 신뢰하기 어려운 점 등에 비추어 쟁점토지의 취득가액이 불분명한 것으로 보아 환산가액으로 산정하여 과세한 처분은 잘못이 없음","취득가액, 환산가액,","소득세법 제97조 / 소득세법 시행령제163조"
165729,"조심2018중0383","심판","기각","쟁점사업장의 실사업자가 청구인의 배우자라는 청구주장의 당부","청구인 명의의 쟁점계좌 거래내역으로 보아 쟁점사업장 운영과 관련한 자금의 귀속주체가 청구인으로 보이는 점,◎◎◎◎ 캠핑장 인터넷 홈페이지상으로 대표자, 사업자번호, 주소 등이 청구인의 소매점 사업자등록과 동일한 내용으로 기재되었던 것으로 나타난 점 등에 비추어 청구주장을 받아들이기 어려움","본안심리, 처분, 부존재, 서류, 요청","국세기본법 제55조 / 국세기본법 제56조"
165728,"조심2017구5104","심판","기각","청구인이 쟁점사업장의 실사업자가 아니라는 청구주장의 당부","사업자등록증, 쟁점사업장 임대차계약서, 수출입통관자료, 세금계산서 등에서 청구인 명의로 쟁점사업장이 운영된 내역이 나타나고 그에 따른 종합소득세 및 부가가치세를 신고하여 온 점 등에 비추어 볼 때 이 건 처분은 잘못이 없다고 판단됨","실사업자, 명의대여","국세기본법 제14조 / 부가가치세법 제2조"
165727,"조심2018부2495","심판","기각","쟁점이자의 지급자인 청구법인에게 원천징수의무가 있는지 여부","이 건 채권자는 금전대여업을 영위하지 아니하여 쟁점이자는 비영업대금이익으로서「소득세법」제127조에 의하여 원천징수 대상인 이자소득에 해당하는 점, 쟁점이자의 소득자는 종합소득세를 신고하지 아니하였고 쟁점이자에 대하여 종합소득세가 과세된 사실도 없으므로 원천징수의무자인 청구법인에게 원천징수가 배제될 사유가 없는 점 등에 비추어 청구주장을 받아들이기 어려움","비영업대금이익, 이자소득, 원천징수","소득세법 제127조"
165726,"조심2017부0351","심판","경정","청구외법인 주식 양수도거래가 거래관행상 정당한 사유 없이 시가보다 현저히 낮은 가액으로 재산을 양수한 것인지 여부 등","쟁점양수도거래의 거래가액은 상증법상 보충적 평가방법에 따른 1주당 평가액에 비하여 현저히 낮으므로 쟁점양수도거래의 거래가액을 청구외법인 주식의 시가로 볼 수 없고, 그 가액은 ?상속세 및 증여세법? 제49조 제1항 제1호 가목에 따라 매매사례가액에서 제외된다 할 것인 점, 주식의 물납수납가액은 사인간의 자유로운 협상에 따라 이루어지는 매매거래로 볼 수는 없다고 보이는 점 등에 비추어 청구주장을 받아들이기 어려우나, 쟁점양수도거래에 있어 각 매도인은 정보 등의 부족으로 분할이 각 주식가치에 미치는 영향을 제대로 분석하기 어려웠다고 보이고, 각각 거래상황에 있어 주식을 양도할 필요가 있었으며, 적지 않은 양도차익을 실현한 것으로 보이는 점 등에 비추어 거래관행상 정당한 사유가 있다고 보이므로 해당 증여세를 과세한 이 건 처분은 잘못이 있는 것으로 판단됨","저가양도, 증여, 과소신고, 특수관계인, 거래관행, 정당한 사유, 상증법 보충적, 평가가액","상속세 및 증여세법 제42조"
165725,"조심2018소3021","심판","취소","쟁점세금계산서가 면세사업자로 등록한 자로부터 수취한 세금계산서라는 이유로 부가가치세 환급을 구하는 경정청구를 거부한 처분의 당부","양도인이 면세사업자등록만 하고 쟁점세금계산서를 발급한 이상 과세사업자로 사업자등록정정신청을 하기 전까지는「부가가치세법」상 미등록사업자가 과세대상인 쟁점부동산을 공급하고 쟁점세금계산서를 발급한 것이므로 매입세액공제를 적용하기 어렵다 할 것이나, 분양계약서에 부가가치세를 별도로 기재하고 실제 대금에 부가가치세를 포함하여 수수하였으며 양도인으로부터 세금계산서를 수취한 이상 청구인으로서는 양도인을 과세사업자로 인식할 수밖에 없어 보이는 점 등에 비추어 볼 때 청구인을 선의의 거래당사자로 보는 것이 타당하므로 처분청이 관련 매입세액을 불공제하여 부가가치세를 과세한 처분은 잘못이 있음","면세사업자, 세금계산서, 매입세액, 선의거래","부가가치세법 제39조"
165724,"조심2018중2401","심판","취소","사기 기타 부정한 행위로 국세를 포탈한 것으로 보아 10년의 부과제척기간 및 부당과소신고가산세를 적용하여 청구인에게 부가가치세를 과세한 처분의 당부","이 건 부가가치세 과세처분은 쟁점오피스텔을을 주거용으로 전용한 것에 대한 과세처분이므로, 청구인이 쟁점오피스텔을 주거용으로 임대할 목적으로 취득하여 매입세액을 부당 환급받았다는 의견은 타당하지 아니한 점, 단순히 세법상의 신고를 하지 아니한 행위를 사기 기타 부정한 행위로 보기는 어려운 점, 처분청이 조금만 주의를 기울였다면 위와 같은 방법으로 부과제척기간(5년) 내에 이 건 부가가치세를 과세할 수 있었다고 보이는 점, 처분청도 당초 부가가치세를 과세하면서 부당과소신고가산세가 아닌 일반무신고가산세를 부과하여 청구인에게 부가가치세를 과세한 점 등에 비추어 볼 때, 처분청이 사기 기타 부정한 행위로 국세를 포탈한 것으로 보아 10년의 부과제척기간 및 부당과소신고가산세를 적용하여 청구인에게 부가가치세를 과세한 처분은 잘못이 있음","부정행위, 부과제척기간, 매입세액","국세기본법 제26조의2"
165723,"조심2017관0079","심판","기각","쟁점물품이 수출판매된 물품이 아니라고 보아 거래가격을 부인하고 「관세법」 제35조에 따라 청구법인이 국내 판매한 가격을 기초로 과세가격을 결정하여 관세 등을 과세한 처분의 당부","쟁점물품의 소유권은 수입 통관 후, VMI창고에서 국내 반출되는 때에 쟁점수출자에서 ○○로 이전되는 것으로 보이는 점, 청구법인이 형식상 매입/매출로 회계처리 한다고 하더라도 청구법인이 실질적인 구매자로서 수입한 것으로 보기 어려운 점, 쟁점①계약서에서 VMI창고에서 반출된 물품의 거래가격을 분기별로 협의하여 결정하도록 규정하고 있어 쟁점물품의 실제 거래가격은 수입 이후에 결정되는 것으로 보이는 점, 쟁점물품의 거래가격에 쟁점수출자의 이윤이 거의 고려되지 아니하는 것으로 보이는 점 등에 비추어 쟁점물품을 「관세법 시행령」 제17조 제3호의 “수출자의 책임으로 국내에서 판매하기 위하여 수입하는 물품”으로 보아 거래가격을 부인하고 제6방법에 따라 과세가격을 결정하여 관세 등을 과세한 처분은 잘못이 없는 것으로 판단됨","과세가격, 수출판매, VMI, 보세창고도거래","관세법 제30조"
165722,"조심2017서5106","심판","취소","청구법인은 과세사업자에 해당하고, 사실상 폐업 전에 수취한 세금계산서상의 매입세액은 공제되어야 한다는 청구주장의 당부 등","청구법인이 요리학원 사업을 위하여 쟁점공사를 진행하였으나 주무관청의 인?허가를 받은 사실이 없고, 일반과세자인 청구법인이 사업을 영위하기 위하여 쟁점공사를 진행하다가 사실상 폐업 전에 수취한 세금계산서상의 매입분은 자기사업과 관련되어 발생한 것이어서 매입세액공제대상에 해당되므로 이 건 처분은 잘못이 있음","학원, 면세사업, 사업 개시 전 폐업, 폐문부재, 반송, 재송달","부가가치세법 제39조 / 국세기본법 제12조"
165721,"조심2018서1850","심판","기각","쟁점부동산 전대는 부동산임대업에 해당하지 않으므로 간이과세를 적용하여야 한다는 청구주장의 당부","한국표준산업분류표에 따른 부동산임대업은 자기 소유의 부동산을 임대하는 활동뿐만 아니라 임차한 부동산을 임대하는 활동을 포함하고 있는바, 청구인이 쟁점부동산을 임차하여 전대한 사실이 확인되는 점, 쟁점부동산이 간이과세 적용대상에 해당하지 아니하는 점,청구인은 사업자등록을 하지 아니한 채 쟁점부동산 소유자로부터 세금계산서를 수취하였으므로 매입세액 공제 대상에 해당하지 아니하는 점 등에 비추어 볼 때 청구주장을 받아들이기 어려움","부동산전대, 간이과세, 매입세액 불공제","부가가치세법 제38조"
165720,"조심2018소2928","심판","기각","청구인이 단순경비율을 적용하여 추계로 소득금액을 신고한 것을 부인하고 실지조사방법으로 소득금액을 경정하여 종합소득세를 과세한 처분의 당부","청구인이 2005년 종합소득세를 신고하면서 처분청에 제출한 대차대조표 및 원가명세서 등에서 청구인이 2015년 판매한 잔여세대의 판매가액에 대응되는 토지 및 건물가액, 제세공과 등의 필요경비가 확인되고, 이는 청구인이 외부조정을 통해 과세관청에 신고한 것으로 신뢰할 만하다고 보이는 점 등에 비추어 처분청이 추계로 소득금액을 신고한 것을 부인하고 실지조사방법으로 소득금액을 경정하여 이 건 종합소득세를 과세한 처분은 달리 잘못이 없음","추계방법, 실지조사, 장부","소득세법 제80조 / 소득세법 시행령제55조"
165719,"조심2018소2760","심판","각하","이 건 심판청구가 적법한지 여부","심리일 현재 징수유예의 대상인 납세고지가 없으므로 이 건 심판청구는 불복의 대상이 되는 처분이 존재하지 아니하여 부적법한 심판청구에 해당한다고 판단됨","징수유예, 예정고지, 완납, 불복의 대상이 되는 처분","국세기본법 제55조"
165718,"조심2018소3035","심판","기각","추계방법에 의하여 청구인의 소득금액을 결정하여야 한다는 청구주장의 당부","종합소득세의 과세표준과 세액은 실지조사의 방법에 의하여 밝혀진 실액에 의하여 결정하는 것이 원칙이고, 추계조사방법은 납세자의 장부나 증빙서류 등이 없거나 그 중요부분이 미비 또는 허위로 기재되어 신뢰성이 없고 달리 과세관청이 그 소득의 실액을 밝힐 수 있는 방법이 없는 때에 한하여 예외적으로 허용되는 것인바,이 건과 같이 실질조사에 의한 부과처분이 결과적으로 추계과세에 의한 부과처분보다 불리하다거나 납세자 스스로 추계의 방법에 의한 조사결정을 원하고 있다는 사유만으로는 추계과세요건이 갖추어진 것으로 볼 수 없는 점,달리 추계의 방법을 적용하여야 할 사정이 없어 보이는 점 등에 비추어 청구주장을 받아들이기 어려움","추계과세, 실지조사","국세기본법 제80조 / 국세기본법 시행령제143조"
165717,"조심2018관0169","심판","기각","가산세 환급거부처분의 당부","청구법인이 당초 수입신고시 품목번호를 잘못 신고함에 따라 부족세액이 발생하였고, 청구법인의 수정신고에 따라 가산세가 납부된 점, 청구법인의 수정신고 이후 협정관세 사후적용이 신청되었고, 가산세는 협정관세 신청대상에 해당하지 아니하는 점 등에 비추어 이 건 가산세 환급거부처분은 달리 잘못이 없는 것으로 판단됨","","관세법 제42조"
